id,kennel_id,name,address,city,state,zip_code,county,township,license_number,last_status,last_issued_license_year,last_license_class,details_url,created_at,updated_at
91,3,Atlantic Canine Kennel,8289 Carlisle Pike,,PA,,ADAMS,Latimore,01005,Closed - Voluntarily,2022,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/3,2025-12-18 14:55:17,2025-12-18 14:55:17
92,17958,Becky & Jeff Martin,3 N. Pine Street,,PA,,ADAMS,,18094,Open,2025,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17958,2025-12-18 14:55:17,2025-12-18 14:55:17
93,4,Atlantic Canine Kennel,8289 Carlisle Pike,,PA,,ADAMS,Latimore,01006,Open,2025,BK1: 1-10 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/4,2025-12-18 14:55:17,2025-12-18 14:55:17
94,15313,Melvin Stoltzfus,140 Robbins Lane,,PA,,ADAMS,Franklin,16461,Closed - Voluntarily,2022,CK4: 151-250 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15313,2025-12-18 14:55:17,2025-12-18 14:55:17
95,2,Adams County SPCA,11 Goldenville Road,,PA,,ADAMS,Straban,01000,Open,2025,SPCA: Society for the Prevention of Cruelty to Animals,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/2,2025-12-18 14:55:17,2025-12-18 14:55:17
96,17945,Benuel & John King,807 Beecherstown Road,,PA,,ADAMS,Butler,18081,Open,2025,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17945,2025-12-18 14:55:18,2025-12-18 14:55:18
97,3152,Chateau Barkingham,80 SILO ROAD,,PA,,ADAMS,FRANKLIN,04463,Open,2025,BK2: 11-25 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/3152,2025-12-18 14:55:19,2025-12-18 14:55:19
98,5,Big Hill Kennel,294 Creek Road,,PA,,ADAMS,Menallen,01007,Open,2026,BK3: 26 or more dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/5,2025-12-18 14:55:19,2025-12-18 14:55:19
99,9281,Cherry Lane Puppy Haven,385 Sells Station Rd.,,PA,,ADAMS,Union,10482,Closed - Voluntarily,2023,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/9281,2025-12-18 14:55:19,2025-12-18 14:55:19
100,6,Conewago Collies,119 Conewago St,,PA,,ADAMS,Franklin,01008,Closed - Voluntarily,2023,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/6,2025-12-18 14:55:19,2025-12-18 14:55:19
101,17042,Confederate Woods Animal Hospital,10 Confederate Dr.,,PA,,ADAMS,Cumberland,17180,Open,2026,BK1: 1-10 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17042,2025-12-18 14:55:20,2025-12-18 14:55:20
102,8,Copper Cabin Kennels,177 Red Bridge Road,,PA,,ADAMS,Straban,01010,Closed - Voluntarily,2018,BK3: 26 or more dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/8,2025-12-18 14:55:20,2025-12-18 14:55:20
103,14975,Confederate Woods Veterinary Hospital Inc.,10 Confederate Drive,,PA,,ADAMS,Cumberland,16125,Closed - Voluntarily,2019,BK1: 1-10 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/14975,2025-12-18 14:55:20,2025-12-18 14:55:20
104,15992,Copper Cabin Kennel,177 Red Bridge Road,,PA,,ADAMS,Straban,17129,Open,2025,BK3: 26 or more dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15992,2025-12-18 14:55:20,2025-12-18 14:55:20
105,3754,Cozy Canine LLC,2575 Tract Rd,,PA,,ADAMS,Liberty,05069,Closed - Voluntarily,2023,BK2: 11-25 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/3754,2025-12-18 14:55:20,2025-12-18 14:55:20
106,17146,Double Dog Dare Rescue,Di Warren,,PA,,ADAMS,Bendersville,17284,Closed - Voluntarily,2021,NP: Non-Profit,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17146,2025-12-18 14:55:21,2025-12-18 14:55:21
107,18460,FarmHouse Kennel,1715 Waynesboro Pike,,PA,,ADAMS,Liberty,18595,Closed - Voluntarily,2024,BK1: 1-10 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/18460,2025-12-18 14:55:21,2025-12-18 14:55:21
108,3515,Dream on Acres Boarding Kennel,326 Shrivers Corner Rd,,PA,,ADAMS,Straban,04836,Open,2025,BK2: 11-25 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/3515,2025-12-18 14:55:21,2025-12-18 14:55:21
109,15561,For the Love of Dogs Rescue,1400 Irishtown Road,,PA,,ADAMS,Oxford,16705,Closed - Voluntarily,2023,NP: Non-Profit,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15561,2025-12-18 14:55:21,2025-12-18 14:55:21
110,17254,For The Love Of Dogs rescue/Tiffany Holladay,102 Willow Street,,PA,,ADAMS,York Springs,17392,Closed - Voluntarily,2022,NP: Non-Profit,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17254,2025-12-18 14:55:21,2025-12-18 14:55:21
111,18599,Furbabies Daycare and Boarding,6281 York Road,,PA,,ADAMS,Berwick,18733,Open,2026,BK2: 11-25 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/18599,2025-12-18 14:55:22,2025-12-18 14:55:22
112,15873,"Garretson's Kennel",70 Crooked Creek Road,,PA,,ADAMS,Franklin,17012,Open,2026,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15873,2025-12-18 14:55:22,2025-12-18 14:55:22
113,17981,Gettysburg Animal Hospital Inc.,996 Old Harrisburg Road,,PA,,ADAMS,Straban,18117,Open,2026,BK2: 11-25 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17981,2025-12-18 14:55:22,2025-12-18 14:55:22
114,3891,"Gettysburg Animal Hospital, Inc.",996 Old Harrisburg Rd,,PA,,ADAMS,Straban,05206,Closed - Voluntarily,2022,BK2: 11-25 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/3891,2025-12-18 14:55:23,2025-12-18 14:55:23
115,17555,Golden Acres LLC,3225 Old Harrisburg Rd.,,PA,,ADAMS,Straban,17691,Open,2025,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17555,2025-12-18 14:55:23,2025-12-18 14:55:23
116,18304,Golden Wood Tract Road LLC,2617 Tract Road,,PA,,ADAMS,Liberty,18439,Open,2026,BK3: 26 or more dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/18304,2025-12-18 14:55:23,2025-12-18 14:55:23
117,12,Hanover Borough Holding Pen,"300 O'Brien Lane",,PA,,ADAMS,Conewago,01014,Open,2025,MH: Municipal Holding Pen,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/12,2025-12-18 14:55:24,2025-12-18 14:55:24
118,17212,Happy Hounds Homeward Bound,658 Old Westminster Rd.,,PA,,ADAMS,Union,17350,Application/License Refused,2019,NP: Non-Profit,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17212,2025-12-18 14:55:24,2025-12-18 14:55:24
119,14,Hidden Meadows Kennel,40 Wenschoff Road,,PA,,ADAMS,Freedom,01017,Closed - Voluntarily,2024,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/14,2025-12-18 14:55:24,2025-12-18 14:55:24
120,15431,Holsinger,1525 Upper Bermudian Road,,PA,,ADAMS,Tyrone,16576,Open,2026,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15431,2025-12-18 14:55:24,2025-12-18 14:55:24
121,15,"Horse N' Hound Haven Kennel",1385 Hunterstown Hampton Road,,PA,,ADAMS,Straban,01018,Closed - Voluntarily,2022,BK2: 11-25 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15,2025-12-18 14:55:24,2025-12-18 14:55:24
122,17311,J & T Frenchie Palacio,5475 Carlisle Pike,,PA,,ADAMS,Reading,17449,Open,2025,CK1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17311,2025-12-18 14:55:25,2025-12-18 14:55:25
123,7382,Jambolou Dobermans,44 Lime Rock Mill Rd,,PA,,ADAMS,Huntington,08599,Closed - Voluntarily,2023,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/7382,2025-12-18 14:55:25,2025-12-18 14:55:25
124,2477,Kirton Kennel,883 Abbottstown Pike,,PA,,ADAMS,Berwick,03693,Open,2026,BK1: 1-10 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/2477,2025-12-18 14:55:25,2025-12-18 14:55:25
125,19,Littlestown Borough Holding Pen,2136 White Hall Rd,,PA,,ADAMS,Littlestown,01022,Open,2026,MH: Municipal Holding Pen,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/19,2025-12-18 14:55:25,2025-12-18 14:55:25
126,22,McSherrystown Borough Holding Pen,Oak Lane  (Old Sewer Plant Road),,PA,,ADAMS,Conewago,01025,Open,2026,MH: Municipal Holding Pen,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/22,2025-12-18 14:55:26,2025-12-18 14:55:26
127,17322,Melissa Strine,475 Barts Church Rd.,,PA,,ADAMS,Union,17460,Closed - Voluntarily,2022,NP: Non-Profit,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17322,2025-12-18 14:55:26,2025-12-18 14:55:26
128,17795,Melodious Ridge Kennel,586 Irishtown Road,,PA,,ADAMS,Oxford,17931,Open,2025,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17795,2025-12-18 14:55:26,2025-12-18 14:55:26
129,9456,Missions of Mercy Rescue,576 Narrow Drive,,PA,,ADAMS,Conewago,10656,Closed - Voluntarily,2017,NP: Non-Profit,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/9456,2025-12-18 14:55:26,2025-12-18 14:55:26
130,24,"Musselman's Pet Paradise Inc",2265 Upper Bermudian Road,,PA,,ADAMS,Tyrone,01027,Open,2025,BK3: 26 or more dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/24,2025-12-18 14:55:27,2025-12-18 14:55:27
131,14917,Operation Paws For Homes,60 Derby Dr,,PA,,ADAMS,Conewago,16067,Closed - Voluntarily,2017,NP: Non-Profit,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/14917,2025-12-18 14:55:27,2025-12-18 14:55:27
132,18230,Operation Paws for Homes - Amber McClellan,11 Crescent Lanr,,PA,,ADAMS,Littlestown Boro,18365,Open,2025,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/18230,2025-12-18 14:55:27,2025-12-18 14:55:27
133,8528,"PA Caring for K-9's Inc",910 J Hanover St,,PA,,ADAMS,Oxford,09736,Open,2025,K5: 251-500 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/8528,2025-12-18 14:55:27,2025-12-18 14:55:27
134,17431,"PA's Darling Doxies LLC",181 Baker Road,,PA,,ADAMS,Hamilton,17567,Open,2026,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17431,2025-12-18 14:55:28,2025-12-18 14:55:28
135,18404,"Ranger and Rocky's K9 Rescue",213 Longstreet Drive,,PA,,ADAMS,Mt. Joy,18539,Open,2026,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/18404,2025-12-18 14:55:28,2025-12-18 14:55:28
136,15592,Pet Valu 5130,44 Natural Springs Rd.,,PA,,ADAMS,,16736,Closed - Voluntarily,2020,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15592,2025-12-18 14:55:28,2025-12-18 14:55:28
137,17946,Rebel Ridge Farm,370 Harney Road,,PA,,ADAMS,Mt. Joy,18082,Closed - Voluntarily,2023,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17946,2025-12-18 14:55:28,2025-12-18 14:55:28
138,15528,Shagbark Hunt,2450 Fairfield Road,,PA,,ADAMS,Highland,16672,Closed - Enforcement Related,2019,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15528,2025-12-18 14:55:29,2025-12-18 14:55:29
139,11973,Tarameg Goldens,820 Littlestown Road,,PA,,ADAMS,Union,13153,Open,2025,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/11973,2025-12-18 14:55:29,2025-12-18 14:55:29
140,17669,Shashoni Farms,2019 Ridge Road,,PA,,ADAMS,Cumberland,17805,Open,2025,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17669,2025-12-18 14:55:29,2025-12-18 14:55:29
141,17078,The Pink Dog Animal Rescue,830 Pine Grove Road,,PA,,ADAMS,Union,17216,Open,2025,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17078,2025-12-18 14:55:29,2025-12-18 14:55:29
142,17678,Tom  and Sandra Rolenaitis,1330 Bull Valley Road,,PA,,ADAMS,Franklin,17814,Closed - Voluntarily,2023,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17678,2025-12-18 14:55:29,2025-12-18 14:55:29
143,17728,Tom and Pam Miller,52 Straleys Road,,PA,,ADAMS,Mt. Joy,17864,Closed - Voluntarily,2022,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17728,2025-12-18 14:55:30,2025-12-18 14:55:30
144,17392,Valley Run Kennel,586 Irishtown Rd,,PA,,ADAMS,Oxford,17528,Open,2025,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17392,2025-12-18 14:55:30,2025-12-18 14:55:30
145,18339,WeBe Bullies,4520 Oxford Road,,PA,,ADAMS,Huntington,18474,Open,2026,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/18339,2025-12-18 14:55:31,2025-12-18 14:55:31
146,3758,A & K Pets Inc.,151 Pittsburgh Mills Circle,,PA,,ALLEGHENY,Frazer,05073,Closed - Voluntarily,2019,K5: 251-500 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/3758,2025-12-18 14:55:31,2025-12-18 14:55:31
147,8103,Lisa Spohn,115 Bowman St,,PA,,ALLEGHENY,South Fayette,09311,Open,2026,BK1: 1-10 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/8103,2025-12-18 14:55:31,2025-12-18 14:55:31
148,33,A & S Kennel,3618 Patricia Lane,,PA,,ALLEGHENY,Richland,01036,Open,2026,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/33,2025-12-18 14:55:31,2025-12-18 14:55:31
149,62,A Plus Dog Training and Boarding,407 Fairview Ave.,,PA,,ALLEGHENY,Pittsburgh,01065,Open,2025,BK2: 11-25 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/62,2025-12-18 14:55:32,2025-12-18 14:55:32
150,35,Airy Pines Kennel,931 Old Frankstown Road,,PA,,ALLEGHENY,Plum,01038,Open,2026,BK3: 26 or more dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/35,2025-12-18 14:55:32,2025-12-18 14:55:32
151,15881,Allegheny Health Network Research Institute,320 E. North Avenue,,PA,,ALLEGHENY,City of Pittsburgh,17019,Closed - Voluntarily,2019,NPF: Non Profit Free,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15881,2025-12-18 14:55:32,2025-12-18 14:55:32
152,17572,Amor French Bulldogs LLC,130 Shara Drive,,PA,,ALLEGHENY,West Mifflin,17708,Open,2025,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17572,2025-12-18 14:55:32,2025-12-18 14:55:32
153,15513,Amshel Home Pet Sitting Service,1306 Orvis Ave,,PA,,ALLEGHENY,Indiana,16657,Closed - Voluntarily,2018,BK1: 1-10 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15513,2025-12-18 14:55:33,2025-12-18 14:55:33
154,15532,"Amshel's Home Pet Sitting Service LLC",102 Seavey Highlands Drive,,PA,,ALLEGHENY,Shaler,16676,Closed - Voluntarily,2020,BK1: 1-10 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15532,2025-12-18 14:55:33,2025-12-18 14:55:33
155,15495,"Amshel's Home Pet Sitting Service, LLC",1117 Powers Run Road,,PA,,ALLEGHENY,"O'Hare",16639,Closed - Voluntarily,2022,BK1: 1-10 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15495,2025-12-18 14:55:33,2025-12-18 14:55:33
156,15496,"Amshel's Home Pet Sitting Service, LLC",220 Livingston Ave,,PA,,ALLEGHENY,,16640,Closed - Voluntarily,2018,BK1: 1-10 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15496,2025-12-18 14:55:33,2025-12-18 14:55:33
157,15497,"Amshel's Home Pet Sitting Service, LLC",186 Shadow Ridge Drive,,PA,,ALLEGHENY,Harmar,16641,Closed - Voluntarily,2020,BK1: 1-10 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15497,2025-12-18 14:55:34,2025-12-18 14:55:34
158,15535,"Amshel's Home Pet Sitting Service, LLC",212 Summit Drive,,PA,,ALLEGHENY,Blawnox,16679,Closed - Voluntarily,2019,BK1: 1-10 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15535,2025-12-18 14:55:34,2025-12-18 14:55:34
159,18884,"Amshel's Pet Services LLC",205 Ridge Rd,,PA,,ALLEGHENY,Indiana,19018,Open,2025,BK1: 1-10 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/18884,2025-12-18 14:55:35,2025-12-18 14:55:35
160,38,Andarab,540 Sunset Drive,,PA,,ALLEGHENY,Marshall,01041,Closed - Voluntarily,2021,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/38,2025-12-18 14:55:35,2025-12-18 14:55:35
161,7311,Animal Advocates,35 Wabash Street,,PA,,ALLEGHENY,,08530,Open,2025,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/7311,2025-12-18 14:55:35,2025-12-18 14:55:35
162,39,"Animal Friends , Inc",562 Camp Horne Road,,PA,,ALLEGHENY,Ohio,01042,Open,2026,HS: Humane Society,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/39,2025-12-18 14:55:36,2025-12-18 14:55:36
163,15681,Animal Lifeline Pittsburgh,139 E 8th Ave,,PA,,ALLEGHENY,,16824,Open,2025,K3: 101-150 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15681,2025-12-18 14:55:36,2025-12-18 14:55:36
164,15538,Artistry Pomeranians,6620 Hamilton Avenue,,PA,,ALLEGHENY,,16682,Closed - Voluntarily,2022,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15538,2025-12-18 14:55:36,2025-12-18 14:55:36
165,15566,ASAP Rescue Inc,6401 Penn Ave,,PA,,ALLEGHENY,Larimar,16710,Open,2025,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15566,2025-12-18 14:55:36,2025-12-18 14:55:36
166,2689,Ataboy Kennel,5526 Lakeside Drive,,PA,,ALLEGHENY,Richland,03927,Open,2025,BK2: 11-25 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/2689,2025-12-18 14:55:36,2025-12-18 14:55:36
167,18246,BelaCoop Animal Hospital,2232 W. Hardies Road,,PA,,ALLEGHENY,Gibsonia,18381,Open,2026,BK2: 11-25 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/18246,2025-12-18 14:55:37,2025-12-18 14:55:37
168,3757,Bow Wow Meow Pet Resort LLC,311 D  Hulton Rd,,PA,,ALLEGHENY,Penn Hills,05072,Open,2026,BK2: 11-25 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/3757,2025-12-18 14:55:37,2025-12-18 14:55:37
169,11991,Big Easy Dog Daze,12 McCandless Avenue,,PA,,ALLEGHENY,Lawrenceville,13171,Open,2025,BK3: 26 or more dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/11991,2025-12-18 14:55:37,2025-12-18 14:55:37
170,43,"Bow-Wow Doggie Daycare, Inc.",2726 Penn Avenue,,PA,,ALLEGHENY,Pittsburgh,01046,Closed - Voluntarily,2022,BK2: 11-25 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/43,2025-12-18 14:55:37,2025-12-18 14:55:37
171,15371,"Bri's Blue Paws",3038 Washington Pike,,PA,,ALLEGHENY,South Fayette,16517,Closed - Voluntarily,2017,BK3: 26 or more dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15371,2025-12-18 14:55:38,2025-12-18 14:55:38
172,45,Brizes Boarding Kennel,5839 Brizes Lane,,PA,,ALLEGHENY,Forward,01048,Open,2026,BK3: 26 or more dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/45,2025-12-18 14:55:38,2025-12-18 14:55:38
173,2995,Camp Bow Wow,710 Trumbull Drive,,PA,,ALLEGHENY,Greentree,04277,Closed - Voluntarily,2022,BK3: 26 or more dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/2995,2025-12-18 14:55:39,2025-12-18 14:55:39
174,12469,Camp Bow Wow Pittsburgh East,1610 McClure Rd,,PA,,ALLEGHENY,Monroeville,13641,Open,2026,BK3: 26 or more dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/12469,2025-12-18 14:55:39,2025-12-18 14:55:39
175,7011,Camp Bow Wow Highland Park,1325 Washington Blvd,,PA,,ALLEGHENY,Pittsburgh,08239,Open,2026,BK3: 26 or more dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/7011,2025-12-18 14:55:39,2025-12-18 14:55:39
176,3782,Camp Bow Wow Pittsburgh North,2327 Babcock Blvd,,PA,,ALLEGHENY,Ross,05097,Open,2026,BK3: 26 or more dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/3782,2025-12-18 14:55:39,2025-12-18 14:55:39
177,3501,Camp Bow Wow Pittsburgh South,971 Killarney Dr,,PA,,ALLEGHENY,Castle Shannon,04822,Open,2025,BK3: 26 or more dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/3501,2025-12-18 14:55:40,2025-12-18 14:55:40
178,18036,Camp Bow Wow Pittsburgh SW,710 Trumbull Drive,,PA,,ALLEGHENY,Greentree,18172,Open,2026,BK3: 26 or more dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/18036,2025-12-18 14:55:40,2025-12-18 14:55:40
179,3864,Carleez,Hebron Road,,PA,,ALLEGHENY,Findlay,05179,Open,2026,K3: 101-150 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/3864,2025-12-18 14:55:40,2025-12-18 14:55:40
180,15552,Canine Service Pals Inc,66 Economy Grade Rd.,,PA,,ALLEGHENY,,16696,Closed - Voluntarily,2024,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15552,2025-12-18 14:55:40,2025-12-18 14:55:40
181,7114,Canine Cabins,195 Toms Run Rd,,PA,,ALLEGHENY,Ohio,08340,Open,2026,BK2: 11-25 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/7114,2025-12-18 14:55:41,2025-12-18 14:55:41
182,3854,Carousel Kennels,310 Whittengale Road,,PA,,ALLEGHENY,North Fayette,05169,Open,2025,BK2: 11-25 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/3854,2025-12-18 14:55:41,2025-12-18 14:55:41
183,17343,CD Animal House (DBA/Friendly Paws Littles),1011 Campbells Run Road,,PA,,ALLEGHENY,,17481,Open,2025,BK3: 26 or more dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17343,2025-12-18 14:55:41,2025-12-18 14:55:41
184,17578,"Cody's Corner Doggie Daycare",4600 Allegheny River Blvd.,,PA,,ALLEGHENY,Penn Hills,17714,Closed - Voluntarily,2021,BK3: 26 or more dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17578,2025-12-18 14:55:42,2025-12-18 14:55:42
185,15479,Chubby Puppy Daycare,5111 Doyle Road,,PA,,ALLEGHENY,Baldwin,16624,Open,2026,BK3: 26 or more dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15479,2025-12-18 14:55:42,2025-12-18 14:55:42
186,47,"Clair's Kennel",1820 McLaughlin Run Road,,PA,,ALLEGHENY,Upper St Clair,01050,Open,2025,MH: Municipal Holding Pen,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/47,2025-12-18 14:55:42,2025-12-18 14:55:42
